Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
133,Steve Francis,SG,29,NYK,44,30,1237,4.1,10,0.408,1.2,3.2,0.378,2.9,6.8,0.422,5.1,6.1,0.829,1,3.6,4.6,4.9,1.2,0.3,2.9,3.7,14.5
134,Matt Freije,PF,25,ATL,19,0,147,3.9,13.2,0.296,0.7,5.4,0.136,3.2,7.8,0.406,1.2,1.5,0.833,2,3.9,5.9,1.7,0.7,0.2,0.7,3.2,9.8
135,Channing Frye,PF,23,NYK,72,59,1896,5.7,13.1,0.433,0.1,0.3,0.167,5.6,12.7,0.44,1.6,2.1,0.787,1.7,5.8,7.5,1.3,0.7,0.8,1.9,4.1,13
136,Dan Gadzuric,C,28,MIL,54,8,840,4.6,9.8,0.474,0,0,0,4.6,9.7,0.476,1.8,3.9,0.467,4,6.5,10.5,1.2,0.9,1.4,2.1,6,11.1
137,Jorge Garbajosa,PF,29,TOR,67,60,1909,4.2,10,0.42,1.2,3.6,0.342,2.9,6.3,0.464,1.1,1.5,0.731,0.9,5.3,6.2,2.4,1.5,0.3,1.2,1.7,10.7
138,Francisco García,SF,25,SAC,79,5,1410,4.2,9.7,0.429,1.4,3.8,0.356,2.8,5.9,0.476,2.4,2.9,0.833,1.4,3.9,5.2,2.2,1.1,1.1,1.8,4.9,12.1
139,Kevin Garnett*,PF,30,MIN,76,76,2995,7.7,16.1,0.476,0.1,0.7,0.214,7.5,15.4,0.487,5,6,0.835,2.2,9.5,11.7,3.8,1.1,1.5,2.5,2.2,20.5
140,Pat Garrity,PF,30,ORL,33,0,277,2.9,9.1,0.314,1.4,4.2,0.344,1.4,4.9,0.289,2.1,2.3,0.889,1.6,3.9,5.5,1.8,0.9,0,1.8,4.8,9.2
141,Pau Gasol,C,26,MEM,59,59,2133,7.8,14.5,0.538,0.1,0.2,0.273,7.7,14.3,0.542,5,6.8,0.748,2.5,7.3,9.8,3.4,0.5,2.1,2.7,2.3,20.7
142,Rudy Gay,SF,20,MEM,78,43,2103,5.5,13,0.422,0.9,2.4,0.364,4.6,10.6,0.436,2.6,3.6,0.727,1.6,4.4,6,1.7,1.2,1.3,2.4,3.3,14.5
143,Mickaël Gelabale,SF,23,SEA,70,14,1239,3.5,7.7,0.462,0.3,1.4,0.234,3.2,6.3,0.512,1.9,2.4,0.805,1.7,3.3,5,1.6,0.7,0.6,1.4,3.1,9.3
144,Devean George,SF,29,DAL,60,17,1283,4.1,10.4,0.395,1.5,4.2,0.353,2.6,6.2,0.423,1,1.3,0.75,1.6,4.4,6,0.9,1.3,0.6,1.4,4,10.7
145,Daniel Gibson,PG,20,CLE,60,16,988,3.6,8.4,0.424,1.9,4.5,0.419,1.7,3.9,0.43,1,1.4,0.718,1,2.3,3.4,2.5,0.8,0.3,1.6,3.4,10.1
146,Manu Ginóbili,SG,29,SAS,75,36,2060,6.9,14.9,0.464,2.2,5.6,0.396,4.7,9.3,0.505,5.6,6.5,0.86,1,4.7,5.7,4.6,1.9,0.5,2.7,2.7,21.7
147,Gordan Giriček,SG,29,UTA,61,6,1188,5.3,11.5,0.462,1.6,3.7,0.426,3.8,7.8,0.479,2.2,2.6,0.816,0.7,3.2,3.9,1.9,0.8,0.2,1.9,3.7,14.4
148,Andreas Glyniadakis,C,25,SEA,13,4,81,3.6,7.6,0.471,0,0,,3.6,7.6,0.471,0.4,0.9,0.5,0.9,2.7,3.6,0.4,0,0,4,8.4,7.6
149,Ryan Gomes,PF,24,BOS,73,60,2275,5.3,11.4,0.467,0.3,0.7,0.381,5.1,10.8,0.473,3,3.7,0.811,2,4.5,6.4,1.9,0.8,0.2,1.7,2.7,13.9
150,Drew Gooden,PF,25,CLE,80,80,2238,6,12.6,0.473,0,0.1,0.167,6,12.5,0.476,2.3,3.2,0.714,4.2,6.7,11,1.4,1.1,0.5,1.8,3.4,14.2
151,Ben Gordon,SG,23,CHI,82,51,2704,8.1,17.8,0.455,2.1,5,0.413,6,12.8,0.471,5.1,5.9,0.864,0.5,3,3.4,3.9,0.9,0.2,3.3,3.4,23.3
152,Joey Graham,SF,24,TOR,79,21,1319,5.2,10.6,0.495,0.2,0.8,0.29,5,9.7,0.513,3,3.6,0.84,1.5,5.3,6.8,1.2,0.8,0.1,1.3,4.4,13.7
153,Stephen Graham,SG,24,POR,14,1,165,3.7,8.7,0.425,0.7,2.4,0.273,3.1,6.3,0.483,1.7,2,0.889,1.3,3.3,4.6,1.1,0.9,0.2,2.8,5.5,9.8
154,Danny Granger,SF,23,IND,82,57,2785,5.1,11.2,0.459,1.4,3.7,0.382,3.7,7.5,0.497,3.1,3.8,0.803,1.5,3.5,4.9,1.5,0.9,0.8,1.7,3.2,14.8
155,Gerald Green,SF,21,BOS,81,26,1780,6.3,14.9,0.419,1.9,5.2,0.368,4.3,9.7,0.447,2.6,3.2,0.805,1.4,2.8,4.2,1.7,0.8,0.5,2.4,4,17
156,Willie Green,SG,25,PHI,74,36,1842,7,17,0.411,1,3.1,0.325,6,13.9,0.43,1.4,2.2,0.667,0.8,2.3,3.1,2.2,1.1,0.1,2.1,2.8,16.4
157,Orien Greene,SG,24,IND,41,0,254,3.3,8.8,0.371,0.3,1.6,0.182,3,7.2,0.412,2.1,3.5,0.6,1.7,4.5,6.2,3.1,2.4,0.6,4,5.4,8.9
158,Lynn Greer,SG,27,MIL,41,0,432,5.1,11.7,0.433,1.5,4.3,0.346,3.6,7.4,0.483,2.3,2.7,0.844,0.2,2.1,2.3,4.4,1.4,0.1,1.5,2.7,13.9
159,Adrian Griffin,SF,32,CHI,54,1,585,3.8,7.9,0.473,0,0.4,0,3.8,7.6,0.496,0.9,1.2,0.789,2.5,4.2,6.7,3.6,2,0.2,2.3,4.8,8.4
160,Eddie Griffin,PF,24,MIN,13,0,92,2.7,10.6,0.259,0,0.4,0,2.7,10.2,0.269,1.6,2,0.8,2.7,7,9.8,1.6,0,2.7,2.3,3.1,7
161,Mike Hall,SF,22,WAS,2,0,13,2.8,11.1,0.25,0,0,,2.8,11.1,0.25,0,0,,2.8,2.8,5.5,2.8,0,0,0,2.8,5.5
162,Richard Hamilton,SG,28,DET,75,75,2763,7.1,15.2,0.468,0.6,1.7,0.341,6.6,13.6,0.483,4.5,5.3,0.861,1,2.7,3.7,3.7,0.8,0.2,2.1,3,19.3
163,Matt Harpring,SF,30,UTA,77,2,1965,5.9,12,0.491,0.2,0.7,0.333,5.7,11.3,0.501,4.3,5.7,0.767,2.1,4.3,6.5,1.8,1,0.2,2.2,4.3,16.4
164,Al Harrington,PF,26,TOT,78,78,2563,7,15.2,0.457,1.8,4.1,0.433,5.2,11.1,0.466,2.4,3.4,0.694,2.1,4.8,7,2.1,0.9,0.3,2.4,3.8,18
165,Junior Harrington,PG,26,MEM,29,8,543,3.8,9.1,0.416,0.5,1.7,0.269,3.3,7.4,0.45,2.1,3,0.674,0.8,3.7,4.5,5.9,1.4,0.3,3.4,5.2,10.1
166,Othella Harrington,PF,33,CHA,26,0,220,4.1,9.2,0.446,0,0,,4.1,9.2,0.446,2.8,3.6,0.773,2.1,4.1,6.2,1,0.2,0.2,2.5,8,11
167,Devin Harris,PG,23,DAL,80,61,2081,5.1,10.3,0.492,0.2,0.9,0.28,4.8,9.4,0.512,3.7,4.5,0.824,0.8,2.6,3.4,5.1,1.7,0.4,2.5,4.2,14.1
168,David Harrison,C,24,IND,24,2,190,5.7,11,0.517,0,0,,5.7,11,0.517,2.1,4.2,0.5,1.7,6.3,8,1.1,0.9,2.3,4.9,8.9,13.5
169,Jason Hart,PG,28,TOT,36,22,846,4.3,9.5,0.446,0.3,1.2,0.241,4,8.3,0.477,1.8,2,0.894,0.6,3.6,4.2,4.4,1.9,0,1.6,3.5,10.6
170,Udonis Haslem,PF,26,MIA,79,79,2483,5.1,10.4,0.492,0,0.1,0,5.1,10.3,0.495,2,2.9,0.68,2.7,6.8,9.5,1.4,0.7,0.4,1.6,3.4,12.2
171,Trenton Hassell,SG,27,MIN,76,68,2223,3.5,7.2,0.49,0.1,0.4,0.24,3.4,6.8,0.505,1.2,1.5,0.783,1.3,2.6,3.9,3.3,0.4,0.4,1.3,2.3,8.3
172,Chuck Hayes,PF,23,HOU,78,43,1714,4,7,0.573,0,0,,4,7,0.573,1.2,1.9,0.618,4.3,6.7,10.9,1,1.5,0.4,1.3,5.9,9.2
173,Jarvis Hayes,SF,25,WAS,81,17,1626,5,12.1,0.41,1.5,4.1,0.361,3.5,8,0.435,1.6,1.9,0.845,0.9,3.7,4.6,1.8,1.1,0.3,1.2,3.5,13
174,Brendan Haywood,C,27,WAS,77,49,1740,4.1,7.3,0.558,0,0,,4.1,7.3,0.558,2.4,4.3,0.548,4,5.8,9.9,1,0.7,1.8,1.9,4.3,10.6
175,Luther Head,SG,24,HOU,80,10,2211,5,11.4,0.437,2.9,6.5,0.441,2.1,4.9,0.431,1.4,1.7,0.79,0.5,3.6,4.1,3.2,1.2,0.1,2.2,2.2,14.2
176,Alan Henderson,PF,34,PHI,38,5,418,3.7,5.8,0.642,0,0,,3.7,5.8,0.642,2.8,4,0.702,4.1,5.1,9.2,0.9,0.8,1,1,5.3,10.2
177,Walter Herrmann,PF,27,CHA,48,12,936,6.7,12.7,0.527,2,4.4,0.461,4.7,8.3,0.563,1.6,2,0.774,1.1,4.3,5.3,1,0.7,0.3,1.2,2.9,17
178,Nenê,C,24,DEN,64,42,1715,6.2,10.8,0.57,0,0,0,6.2,10.8,0.571,4.1,5.9,0.689,3.1,6.3,9.4,1.6,1.3,1.2,2.7,4.4,16.4
179,Grant Hill*,SG,34,ORL,65,64,2009,6.1,11.8,0.518,0,0.2,0.167,6.1,11.6,0.525,4.4,5.8,0.765,0.9,3.3,4.2,2.5,1.1,0.4,2.6,2.6,16.7
180,Kirk Hinrich,PG,26,CHI,80,80,2839,6,13.5,0.448,1.8,4.3,0.415,4.2,9.2,0.463,3,3.6,0.835,0.4,3.1,3.5,6.3,1.3,0.3,2.4,3.5,16.8
181,Robert Hite,SG,23,MIA,12,0,136,5,15.9,0.317,1.3,6.1,0.217,3.7,9.8,0.378,2.1,3.2,0.667,1.1,3.2,4.2,2.1,0.8,0.5,1.6,2.1,13.5
182,Julius Hodge,SG,23,TOT,9,1,65,3.3,6.6,0.5,0,0,,3.3,6.6,0.5,1.7,2.2,0.75,1.1,3.3,4.4,6.6,2.2,0,1.7,3.3,8.3
183,Ryan Hollins,C,22,CHA,27,0,185,3.9,7,0.556,0,0,,3.9,7,0.556,4.7,7.8,0.6,2.1,3.9,6,0.2,0.8,1.4,3.1,7.8,12.5
184,Robert Horry,PF,36,SAS,68,8,1124,2.9,8,0.359,1.6,4.8,0.336,1.3,3.3,0.392,1.2,2,0.594,2.3,5,7.3,2.5,1.4,1.3,1.4,3.4,8.6
185,Eddie House,SG,28,NJN,56,1,946,6.8,16,0.428,2.9,6.7,0.429,4,9.4,0.427,1.3,1.4,0.917,0.5,3,3.5,2.5,1,0.1,1,2.6,17.8
186,Dwight Howard,C,21,ORL,82,82,3023,6.3,10.4,0.603,0,0,0.5,6.3,10.4,0.603,4.6,7.9,0.586,3.4,8.6,12,1.9,0.8,1.9,3.8,2.9,17.2
187,Josh Howard,SF,26,DAL,70,69,2455,7.2,15.8,0.459,1.3,3.5,0.385,5.9,12.3,0.48,3.6,4.3,0.827,1.9,5.1,7,1.9,1.2,0.8,1.8,2.6,19.4
188,Juwan Howard,PF,33,HOU,80,38,2123,5.2,11.3,0.465,0,0,,5.2,11.3,0.465,2.6,3.2,0.824,2.3,5.6,8,2.2,0.5,0.1,1.9,3.5,13.1
189,Troy Hudson,PG,30,MIN,34,6,554,4.8,12.7,0.379,1.8,5.2,0.35,3,7.5,0.4,1.7,2.1,0.813,0.5,2.6,3.1,4.7,0.9,0.1,2.6,1.5,13.1
190,Larry Hughes,SG,28,CLE,70,68,2596,5.3,13.2,0.4,1,3.1,0.333,4.3,10.1,0.42,2.9,4.3,0.676,0.6,3.1,3.7,3.6,1.2,0.4,2.1,2.3,14.5
191,Kris Humphries,PF,21,TOR,60,2,670,4.7,9.9,0.47,0,0,,4.7,9.9,0.47,2.8,4.2,0.671,4.2,5.9,10,1,0.8,1.1,1.7,5.3,12.2
192,Lindsey Hunter,PG,36,DET,52,0,745,4.5,11.8,0.385,1.8,5.8,0.319,2.7,6,0.448,1.4,1.6,0.909,0.4,1.8,2.3,4.5,1.6,0.3,1.7,2.7,12.4
193,Steven Hunter,PF,25,PHI,70,41,1605,4.2,7.3,0.577,0,0,,4.2,7.3,0.577,1.7,3.4,0.49,2.6,5,7.5,0.6,0.3,1.7,1.5,3.1,10.1
194,Andre Iguodala,SG,23,PHI,76,76,3062,5.2,11.7,0.447,0.6,1.8,0.31,4.6,9.8,0.472,5.3,6.5,0.82,0.9,4.2,5.1,5.1,1.8,0.4,3.1,2.4,16.3
195,Zydrunas Ilgauskas,C,31,CLE,78,78,2130,6.5,13.4,0.485,0,0,0,6.5,13.4,0.486,2.6,3.2,0.807,4.1,6,10.1,2.1,0.8,1.7,2.4,4.3,15.6
196,Mile Ilić,C,22,NJN,5,0,6,0,18,0,0,0,,0,18,0,0,0,,0,6,6,0,0,0,18,6,0
197,D.J. Mbenga,C,26,DAL,21,0,79,2.3,7.3,0.313,0,0,,2.3,7.3,0.313,3.2,3.6,0.875,1.4,3.6,5,2.7,1.4,2.3,2.3,7.7,7.7
198,Ersan İlyasova,PF,19,MIL,66,14,973,5.1,13.4,0.383,2,5.5,0.365,3.1,8,0.395,2.6,3.3,0.787,2.1,4.8,7,1.8,1,0.6,1.9,5.4,14.9
199,Allen Iverson*,SG-PG,31,TOT,65,64,2761,7.6,17.1,0.442,0.8,2.6,0.315,6.8,14.6,0.465,6.3,8,0.795,0.3,2.2,2.5,6.1,1.6,0.2,3.5,1.2,22.3
200,Royal Ivey,PG,25,ATL,53,18,539,4.3,9.6,0.448,0.3,1.1,0.313,3.9,8.5,0.465,1.6,2.3,0.686,1,2.4,3.4,3,1.6,0.3,2.1,4.1,10.5
201,Jarrett Jack,PG,23,POR,79,79,2651,4.3,9.6,0.454,0.9,2.4,0.35,3.5,7.1,0.49,3.3,3.8,0.871,0.2,2.6,2.8,5.7,1.2,0.1,2.5,2.7,12.8
202,Bobby Jackson,SG,33,NOK,56,2,1330,5.5,14,0.394,1.5,4.5,0.327,4.1,9.6,0.425,3.5,4.5,0.774,1.1,3.7,4.8,3.8,1.4,0.2,2.1,2.7,16
203,Luke Jackson,SF,25,TOT,13,2,138,5,11.2,0.442,1.3,4.4,0.294,3.7,6.8,0.538,1.3,2.3,0.556,0.5,2.1,2.6,3.4,1.3,0.3,1.8,3.9,12.5
204,Marc Jackson,PF,32,NOK,56,25,1025,5.6,13.6,0.41,0,0,0,5.6,13.6,0.411,3.2,3.6,0.874,2.2,4.6,6.7,2,0.7,0.2,2.3,3.1,14.3
205,Stephen Jackson,SF-SG,28,TOT,75,69,2479,5.9,13.7,0.433,1.5,4.5,0.322,4.5,9.2,0.488,3.5,4.3,0.813,0.9,2.3,3.2,4.2,1.2,0.5,2.7,2.9,16.9
206,Jerome James,C,31,NYK,41,11,273,4.4,10.4,0.418,0,0,,4.4,10.4,0.418,1.3,2.4,0.556,2.8,5.9,8.7,0.4,0.8,2,3,9.6,10
207,LeBron James,SF,22,CLE,78,78,3190,8.7,18.3,0.476,1.1,3.5,0.319,7.6,14.8,0.513,5.5,7.9,0.698,0.9,5,5.9,5.3,1.4,0.6,2.8,1.9,24.1
208,Mike James,PG,31,MIN,82,65,2069,5.2,12.2,0.422,1.4,3.7,0.372,3.8,8.5,0.445,2.7,3.2,0.837,0.4,2.4,2.8,5.2,1,0.1,2.2,3,14.4
209,Antawn Jamison,PF,30,WAS,70,70,2662,6.9,15.4,0.45,1.9,5.1,0.364,5.1,10.3,0.492,3.1,4.2,0.736,1.8,5.8,7.6,1.8,1.1,0.5,1.4,2.6,18.8
210,Marko Jarić,SG,28,MIN,70,13,1555,3.1,7.5,0.418,0.7,2,0.376,2.4,5.6,0.433,1.6,2,0.761,1.3,3,4.3,3.4,1.7,0.4,2,4,8.6
211,Šarūnas Jasikevičius,SG-PG,30,TOT,63,3,973,4.7,11.9,0.398,1.6,4.8,0.338,3.1,7.1,0.438,3.2,3.5,0.905,0.6,2,2.6,6.4,1,0,3.3,2.8,14.3
212,Al Jefferson,C,22,BOS,69,60,2319,7,13.7,0.514,0,0,0,7,13.7,0.514,3.1,4.6,0.681,3.7,8.1,11.7,1.4,0.7,1.6,2.1,3.6,17.2
213,Richard Jefferson,SF,26,NJN,55,53,1956,5.6,12.2,0.456,1,2.7,0.359,4.6,9.6,0.483,4.4,6,0.733,0.9,3.5,4.4,2.7,0.6,0.1,2.2,2.3,16.5
214,Jared Jeffries,SF,25,NYK,55,43,1307,2.6,5.7,0.461,0.1,0.6,0.1,2.6,5.1,0.5,0.9,1.9,0.456,3.1,3.5,6.6,1.8,1.2,0.8,1.7,4.1,6.1
215,Alexander Johnson,PF,23,MEM,59,19,753,4.4,8.1,0.538,0,0,,4.4,8.1,0.538,3.7,5.6,0.661,2.4,6.3,8.7,0.8,1.2,1.7,2.2,6.5,12.4
216,Amir Johnson,PF,19,DET,8,0,124,5.2,9.6,0.545,0,0.9,0,5.2,8.7,0.6,3.2,4.1,0.786,4.4,6.4,10.7,0.9,1.5,3.8,2.6,5.5,13.6
217,Anthony Johnson,PG,32,TOT,67,17,1301,3.9,9.5,0.414,0.7,2,0.342,3.2,7.5,0.433,1.3,1.7,0.754,0.6,2.2,2.8,5.6,0.9,0.1,2.1,3.3,9.8
218,DerMarr Johnson,SF,26,DEN,39,7,419,4.3,13.2,0.325,1.6,7.6,0.216,2.7,5.7,0.47,1.4,1.8,0.762,0.9,4,4.9,1.5,1.4,1,2.3,3.4,11.6
219,Joe Johnson,SG,25,ATL,57,57,2359,8.2,17.4,0.471,1.8,4.8,0.381,6.4,12.6,0.504,3.6,4.8,0.748,0.8,2.8,3.6,3.8,0.9,0.2,2.7,1.8,21.8
220,Linton Johnson,PF,26,NOK,54,0,720,4.6,9.5,0.489,0.5,1.5,0.333,4.1,8,0.519,1.5,1.8,0.811,2.6,5.5,8.1,0.9,1.6,0.9,1.4,5,11.3
221,Bobby Jones,SF,23,PHI,44,5,336,4.6,10,0.462,0.1,1,0.111,4.5,9,0.5,2.5,4.4,0.561,2.4,3.7,6.1,1.7,1.2,0.1,1.9,6.3,11.8
222,Dahntay Jones,SG,26,MEM,78,25,1671,4.7,9.9,0.477,0.1,0.3,0.417,4.6,9.7,0.479,3,3.7,0.793,1,2.3,3.3,1.5,0.8,0.5,2,4.1,12.6
223,Damon Jones,PG,30,CLE,60,0,1173,4.2,10.9,0.386,2.7,7.1,0.385,1.5,3.8,0.387,0.9,1.4,0.682,0.3,1.7,2,2.9,0.5,0.1,1.1,1.6,12.1
224,Dwayne Jones,PF,23,CLE,4,0,18,0,2,0,0,0,,0,2,0,6,12,0.5,2,10,12,0,0,0,4,6,6
225,Eddie Jones,SG,35,TOT,64,41,1594,4,9.5,0.422,1.8,5,0.351,2.3,4.5,0.5,1.3,1.7,0.787,0.7,3.6,4.3,2.5,1.5,0.2,1.1,2.8,11.1
226,Fred Jones,SG,27,TOT,63,12,1319,3.8,9.9,0.385,1.1,3.5,0.305,2.7,6.4,0.429,2.6,3.1,0.833,0.6,2.5,3.1,2.9,1.3,0.4,1.8,3.3,11.2
227,James Jones,SF,26,PHO,76,7,1376,4.2,11.5,0.368,2.4,6.2,0.378,1.9,5.3,0.356,1.9,2.1,0.877,0.9,3.7,4.6,1.2,0.7,1.1,0.7,3,12.7
228,Jumaine Jones,SF,27,PHO,18,0,138,3.7,13.3,0.275,2.6,8.3,0.313,1,5,0.211,0.5,0.5,1,1.6,4.4,6,0.3,1.3,0.3,1.8,5,10.4
229,Solomon Jones,PF,22,ATL,58,8,666,3.5,6.9,0.508,0,0.1,0,3.5,6.9,0.512,3.2,4.1,0.787,2.6,4.7,7.4,0.6,0.6,2.3,1.4,6.7,10.2
230,Chris Kaman,C,24,LAC,75,66,2176,4.9,10.8,0.451,0,0,0,4.9,10.8,0.452,2.7,3.7,0.741,2.6,7.1,9.7,1.3,0.7,1.9,2.4,4.2,12.5
231,Jason Kapono,SF,25,MIA,67,35,1767,5.7,11.5,0.494,2.2,4.3,0.514,3.5,7.2,0.482,1.3,1.5,0.892,0.5,3.1,3.7,1.7,0.8,0,1.4,2.8,14.9
232,Viktor Khryapa,PF,24,CHI,33,0,231,4.2,10.9,0.386,0,0.9,0,4.2,10,0.422,3,4.1,0.731,3.1,5.8,8.9,3.3,1.6,0.2,2.5,8.3,11.4
233,Jason Kidd*,PG,33,NJN,80,80,2933,4.5,11.1,0.406,1.5,4.4,0.343,3,6.7,0.448,2.2,2.8,0.778,1.7,6.4,8,9,1.6,0.3,2.6,1.8,12.8
234,Tarence Kinsey,SG,22,MEM,48,12,967,5.2,11.3,0.457,0.5,1.7,0.283,4.7,9.6,0.488,2.9,3.6,0.796,1.1,2.5,3.6,1.5,2,0,1.7,2.1,13.7
235,Andrei Kirilenko,SF,25,UTA,70,70,2049,3.5,7.3,0.471,0.3,1.3,0.213,3.2,6,0.528,3.1,4.2,0.728,1.5,4.2,5.8,3.5,1.3,2.5,2.4,3,10.3
236,Linas Kleiza,PF,22,DEN,79,14,1488,4.8,11.5,0.422,2,5.3,0.376,2.8,6.1,0.462,2.8,3.3,0.852,1.9,4.6,6.4,1.1,0.7,0.3,1.9,4.8,14.5
237,Brevin Knight,PG,31,CHA,45,25,1273,4.3,10.3,0.419,0,0.5,0.056,4.3,9.8,0.438,2.9,3.6,0.805,0.4,2.9,3.3,8.4,1.9,0.1,2.7,3.2,11.5
238,Yaroslav Korolev,SF,19,LAC,10,0,41,3.5,14,0.25,0.9,4.4,0.2,2.6,9.7,0.273,2.6,5.3,0.5,0.9,1.8,2.6,3.5,2.6,0,0.9,0,10.5
239,Kyle Korver,SF,25,PHI,74,1,2288,5.9,13.3,0.44,2.1,4.8,0.43,3.8,8.5,0.446,3,3.3,0.914,0.5,3.6,4.1,1.7,0.9,0.3,1.8,3,16.8
240,Nenad Krstić,C,23,NJN,26,26,848,7.2,13.7,0.526,0,0,0,7.2,13.7,0.528,3.7,5.1,0.711,2.2,5.3,7.5,2,0.4,1,2.2,3.7,18.1
241,Raef LaFrentz,PF,30,POR,27,9,352,4,10.4,0.382,0.2,2.4,0.087,3.8,8.1,0.468,2,2.7,0.769,2.6,4.6,7.2,0.8,0.7,1.1,1.3,5.8,10.2
242,James Lang,C,23,WAS,11,0,55,2.6,5.9,0.444,0,0,,2.6,5.9,0.444,2,3.3,0.6,3.3,3.9,7.2,1.3,0,2,1.3,9.2,7.2
243,David Lee,PF,23,NYK,58,12,1731,5,8.3,0.6,0,0,,5,8.3,0.6,2.9,3.6,0.815,4.1,8.4,12.5,2.2,1,0.5,1.9,3.2,12.9
244,Rashard Lewis,SF,27,SEA,60,60,2348,7.1,15.4,0.461,2.3,5.9,0.39,4.8,9.5,0.505,4.1,4.8,0.841,1.4,4.7,6.1,2.2,1,0.6,1.8,2.2,20.6
245,Randy Livingston,PG,31,SEA,4,0,26,0,4.2,0,0,0,,0,4.2,0,0,0,,1.4,0,1.4,5.5,0,0,1.4,2.8,0
246,Shaun Livingston,PG,21,LAC,54,31,1611,4.6,10,0.463,0.1,0.4,0.313,4.5,9.7,0.469,1.8,2.6,0.707,1.3,2.9,4.1,6.1,1.3,0.6,2.4,3,11.2
247,Kyle Lowry,PG,20,MEM,10,0,175,2.9,7.8,0.368,0.6,1.6,0.375,2.3,6.2,0.367,5.1,5.8,0.893,2.5,3.9,6.4,6.6,2.9,0.2,2.5,4.1,11.5
248,John Lucas III,PG,24,HOU,47,0,383,5.8,14.7,0.397,1.4,5.5,0.254,4.4,9.1,0.485,1.4,1.8,0.789,0.8,2.5,3.4,3.1,1.6,0,1.4,3.6,14.5
249,Tyronn Lue,PG,29,ATL,56,17,1488,5.3,12.7,0.416,1.4,3.9,0.348,3.9,8.8,0.446,3.5,3.9,0.883,0.5,2.1,2.5,4.9,0.6,0,2.1,2.4,15.4
250,Mark Madsen,C,31,MIN,56,0,473,1.8,3.3,0.535,0,0,,1.8,3.3,0.535,1.1,2.2,0.517,2.7,4,6.6,0.8,0.8,0.8,1.6,7.6,4.6
251,Corey Maggette,SF,27,LAC,75,31,2291,5.8,12.7,0.454,0.2,1,0.2,5.6,11.7,0.476,8.2,9.9,0.82,1.4,5.5,6.9,3.3,1,0.2,3.2,3.8,19.9
252,Jamaal Magloire,C,28,POR,81,23,1703,4.2,8.3,0.504,0,0,,4.2,8.3,0.504,2.8,5.1,0.541,3.2,7.2,10.4,0.6,0.4,1.4,2.7,4.8,11.2
253,Renaldo Major,PF,24,GSW,1,0,27,2.7,13.3,0.2,0,0,,2.7,13.3,0.2,1.3,2.7,0.5,0,2.7,2.7,0,2.7,0,1.3,5.3,6.7
254,Stephon Marbury,PG,29,NYK,74,74,2748,5.2,12.5,0.415,1.6,4.5,0.357,3.6,8,0.448,3.9,5.1,0.769,0.5,2.3,2.8,5.3,0.9,0.1,2.3,2.4,15.9
255,Shawn Marion,SF,28,PHO,80,80,3010,6.7,12.8,0.524,1,3,0.317,5.8,9.8,0.587,2.4,3,0.81,2.1,7.3,9.4,1.6,1.9,1.5,1.4,2.6,16.8
256,Damir Markota,PF,21,MIL,30,0,170,4,11,0.365,1.3,3.4,0.375,2.8,7.6,0.361,1.5,2.3,0.636,2.3,4.2,6.6,1.3,0.6,0.2,3.2,4.7,10.8
257,Sean Marks,PF,31,PHO,3,0,17,4.2,12.7,0.333,0,2.1,0,4.2,10.6,0.4,4.2,4.2,1,0,6.4,6.4,0,0,2.1,0,8.5,12.7
258,Donyell Marshall,PF,33,CLE,81,0,1360,5.5,13.1,0.424,2.5,7.2,0.351,3,5.9,0.514,1.4,2.1,0.663,2.3,6.3,8.6,1.2,1,1.1,1.8,3.4,15
259,Rawle Marshall,SG,24,IND,40,2,361,3.2,8.9,0.36,0.4,1.8,0.222,2.8,7.1,0.394,3.1,4.5,0.689,0.8,2.1,2.9,1.3,1.2,0.5,1.9,2.2,9.9
260,Darrick Martin,PG,35,TOR,31,0,220,5.4,15.4,0.351,2.1,6.1,0.351,3.3,9.3,0.351,2.5,3.4,0.714,0.3,1.6,2,7,0.5,0,2,3.6,15.4
261,Kenyon Martin,PF,29,DEN,2,2,63,4.6,9.1,0.5,0,0.6,0,4.6,8.6,0.533,1.7,6.9,0.25,3.4,8,11.4,0.6,0,0,2.9,5.7,10.9
262,Kevin Martin,SG,23,SAC,80,80,2818,6.5,13.6,0.473,1.6,4.3,0.381,4.8,9.4,0.515,6.1,7.3,0.844,0.9,3.5,4.4,2.2,1.3,0.1,1.7,2.3,20.7
263,Desmond Mason,SF,29,NOK,75,75,2575,5.7,12.6,0.452,0,0,,5.7,12.6,0.452,3,4.5,0.663,1.7,3.1,4.8,1.6,0.7,0.3,2.7,2.4,14.4
264,Roger Mason,SG,26,WAS,62,0,492,4.3,13.1,0.33,2.4,7.5,0.324,1.9,5.6,0.338,1,1.2,0.875,0.5,2.8,3.3,2.6,1,0.4,1.4,4.8,12.1
265,Jason Maxiell,C,23,DET,67,8,943,5,10,0.5,0,0,,5,10,0.5,2.7,5.2,0.526,3.4,3.7,7.1,0.5,1.1,2.3,2,4.2,12.8
266,Sean May,PF,22,CHA,35,8,838,7,14.1,0.5,0.1,0.1,0.667,7,14,0.498,3.7,4.8,0.768,3.1,6.9,10,2.8,0.8,1,2.4,4.3,17.9
