Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
11,Chris Andersen,C,38,CLE,12,0,114,2.8,6.9,0.409,0,0.9,0,2.8,6,0.474,3.2,4.4,0.714,2.8,6.9,9.8,1.6,1.6,2.2,1.6,6.3,8.8
12,Alan Anderson,SF,34,LAC,30,0,308,3.5,9.4,0.375,1.6,5.1,0.318,1.9,4.2,0.444,1.4,1.9,0.75,0.4,2.5,2.8,1.3,0.4,0,0.8,4.1,10.1
13,Justin Anderson,SF,23,TOT,75,10,1228,5.5,12.9,0.424,1.7,5.7,0.299,3.8,7.2,0.522,3,3.8,0.791,2,5.2,7.2,1.9,1.2,0.7,1.9,3.2,15.6
14,Kyle Anderson,SF,23,SAS,72,14,1020,3.3,7.4,0.445,0.5,1.4,0.375,2.8,6,0.462,1.6,2,0.789,1.2,6.2,7.3,3.2,1.8,0.9,1.4,2.2,8.7
15,Ryan Anderson,PF,28,HOU,72,72,2116,5.5,13.2,0.418,3.5,8.6,0.403,2,4.5,0.446,2.2,2.6,0.86,1.9,3.7,5.6,1.2,0.5,0.2,0.9,2.4,16.7
16,Giannis Antetokounmpo,SF,22,MIL,80,80,2845,8.3,15.9,0.521,0.6,2.3,0.272,7.7,13.7,0.563,6,7.7,0.77,1.8,7.1,8.9,5.5,1.7,1.9,3,3.1,23.2
17,Carmelo Anthony,SF,32,NYK,74,74,2538,8.5,19.7,0.433,2.1,6,0.359,6.4,13.7,0.466,4.3,5.2,0.833,0.9,5.3,6.2,3,0.9,0.5,2.2,2.8,23.5
18,Joel Anthony,C,34,SAS,19,0,122,3,4.7,0.625,0,0,,3,4.7,0.625,1.5,2.4,0.625,2.4,6.8,9.1,0.9,0.6,1.8,1.2,3.2,7.4
19,Trevor Ariza,SF,31,HOU,80,80,2773,4.2,10.4,0.409,2.5,7.2,0.344,1.8,3.2,0.556,1.2,1.6,0.738,0.7,5.2,5.9,2.3,1.9,0.3,0.9,1.7,12.2
20,Darrell Arthur,PF,28,DEN,41,7,639,5.4,12.1,0.442,3,6.6,0.453,2.4,5.5,0.429,1.1,1.2,0.864,1.4,4.9,6.3,2.4,1.1,1.2,2,4.3,14.8
21,Ömer A_ık,C,30,NOP,31,19,482,2.3,4.9,0.477,0,0,,2.3,4.9,0.477,1.7,2.9,0.59,3.6,8.6,12.2,1.1,0.4,0.7,1,3.8,6.3
22,D.J. Augustin,PG,29,ORL,78,20,1538,4.6,12.1,0.377,2.2,6.4,0.347,2.3,5.7,0.412,3.1,3.8,0.814,0.4,2.4,2.7,4.9,0.7,0,2.1,2.4,14.4
23,Luke Babbitt,SF,27,MIA,68,55,1065,3.8,9.5,0.402,2.9,7.1,0.414,0.9,2.4,0.366,0.4,0.5,0.733,0.4,4.4,4.8,1.2,0.7,0.4,0.8,4,11
24,Ron Baker,SG,23,NYK,52,13,857,3.4,9.1,0.378,1,3.6,0.267,2.5,5.5,0.45,1.2,1.8,0.651,0.5,3.6,4.1,4.5,1.4,0.3,2.4,3.1,9
25,Wade Baldwin,PG,20,MEM,33,1,405,3.2,10.2,0.313,0.3,2,0.136,2.9,8.3,0.355,2.8,3.3,0.838,1,3.1,4.1,5.4,1.6,0.6,3.5,3.6,9.4
26,Leandro Barbosa,SG,34,PHO,67,0,963,6.4,14.7,0.439,1.3,3.7,0.357,5.1,11,0.466,1.5,1.7,0.889,0.6,3.3,3.9,3,1.2,0.3,1.8,3.1,15.7
27,J.J. Barea,PG,32,DAL,35,6,771,6.6,16,0.414,2.5,6.9,0.358,4.2,9.1,0.456,2.1,2.4,0.863,0.4,3.5,3.9,9,0.7,0,2.9,1.4,17.8
28,Harrison Barnes,PF,24,DAL,79,79,2803,7.7,16.4,0.468,1,2.9,0.351,6.7,13.6,0.492,3.1,3.6,0.861,1.2,3.9,5.1,1.5,0.8,0.2,1.3,1.6,19.5
29,Matt Barnes,SF,36,TOT,74,18,1777,3.7,9.6,0.391,1.8,5.3,0.331,2,4.3,0.467,1.4,1.8,0.787,1.4,6.4,7.8,4,1,0.5,2.2,3.7,10.7
30,Will Barton,SG,26,DEN,60,19,1705,6.2,14.1,0.443,1.8,5,0.37,4.4,9.1,0.483,3,4,0.753,1.2,4.2,5.5,4.3,1,0.6,2,2.3,17.3
31,Brandon Bass,PF,31,LAC,52,0,577,6.7,11.6,0.575,0.1,0.2,0.333,6.6,11.4,0.579,4.8,5.5,0.875,2.7,5.4,8,1.3,0.9,0.7,1.8,2.8,18.2
32,Nicolas Batum,SG,28,CHO,77,77,2617,5.4,13.4,0.403,1.9,5.6,0.333,3.5,7.8,0.453,3.3,3.9,0.856,0.6,6,6.6,6.3,1.2,0.4,2.7,1.5,16
33,Jerryd Bayless,PG,28,PHI,3,1,71,5.6,16.2,0.344,1,2.5,0.4,4.6,13.7,0.333,4.6,5.1,0.9,1.5,4.6,6.1,6.6,0,0,4.6,2,16.7
34,Aron Baynes,C,30,DET,75,2,1163,4.4,8.6,0.513,0,0,,4.4,8.6,0.513,2.4,2.9,0.84,3.4,6.9,10.3,1,0.5,1.2,1.5,5.1,11.3
35,Kent Bazemore,SF,27,ATL,73,64,1963,5.4,13.2,0.409,1.7,4.9,0.346,3.7,8.3,0.446,2.2,3.1,0.708,0.8,3.4,4.2,3.2,1.7,1,2.3,3,14.7
36,Bradley Beal,SG,23,WAS,77,77,2684,8.5,17.7,0.482,3,7.4,0.404,5.6,10.3,0.538,3.8,4.6,0.825,0.7,2.5,3.2,3.6,1.1,0.3,2.1,2.3,23.9
37,Malik Beasley,SG,20,DEN,22,1,165,7.2,15.9,0.452,2,6.1,0.321,5.2,9.8,0.533,1.7,2.2,0.8,1.1,2.6,3.7,2.4,1.5,0,1.7,2.2,18.1
38,Michael Beasley,PF,28,MIL,56,6,935,8.3,15.6,0.532,0.7,1.7,0.419,7.6,14,0.545,3,4,0.743,1.5,5.9,7.4,2,1,1,2.5,3.5,20.3
39,Marco Belinelli,SG,30,CHO,74,0,1778,5.3,12.5,0.429,2.1,5.7,0.36,3.3,6.7,0.488,3,3.4,0.893,0.3,3.3,3.6,3,0.9,0.2,1.4,1.8,15.8
40,DeAndre' Bembry,SF,22,ATL,38,1,371,4.6,9.5,0.48,0.1,1.7,0.056,4.5,7.8,0.575,0.6,1.6,0.375,1.4,4.4,5.7,2.7,0.8,0.5,1.6,2,9.8
41,Dragan Bender,PF,19,PHO,43,0,574,3.6,10.1,0.354,1.8,6.3,0.277,1.8,3.8,0.483,0.3,0.7,0.364,1.4,5,6.5,1.4,0.6,1.4,2,4.6,9.2
42,Anthony Bennett,PF,23,BRK,23,1,264,5.2,12.5,0.413,1.8,6.5,0.271,3.4,6,0.568,3.5,4.9,0.722,3.4,7.2,10.6,1.6,0.7,0.4,1.6,2.5,15.7
43,Ben Bentil,PF,21,DAL,3,0,10,0,10.8,0,0,3.6,0,0,7.2,0,0,0,,0,7.2,7.2,0,0,0,3.6,3.6,0
44,D_vis Bert_ns,PF,24,SAS,67,6,808,4.6,10.4,0.44,3.1,7.7,0.399,1.5,2.7,0.557,1.2,1.5,0.824,1,3.4,4.4,2,0.9,1.2,1.4,3.3,13.5
45,Patrick Beverley,SG,28,HOU,67,67,2058,4,9.5,0.42,1.9,5,0.382,2.1,4.5,0.463,1.3,1.7,0.768,1.7,5.2,6.9,4.9,1.7,0.4,1.7,3.9,11.2
46,Bismack Biyombo,C,24,ORL,81,27,1793,3.6,6.8,0.528,0,0,,3.6,6.8,0.528,2.5,4.7,0.534,3.2,8.2,11.4,1.5,0.5,1.8,1.9,4.1,9.7
47,Nemanja Bjelica,PF,28,MIN,65,1,1190,4.6,10.8,0.424,1.7,5.4,0.316,2.9,5.4,0.531,1.4,1.8,0.738,1.7,5.7,7.4,2.4,1.2,0.6,1.8,4.7,12.2
48,Tarik Black,C,25,LAL,67,16,1091,4.9,9.7,0.51,0,0.1,0.5,4.9,9.6,0.51,2.7,3.6,0.752,4.8,6.6,11.3,1.3,1,1.5,1.9,5.7,12.6
49,Eric Bledsoe,PG,27,PHO,66,66,2176,7.4,17.1,0.434,1.7,5.1,0.335,5.7,12,0.477,6.4,7.6,0.847,0.9,4.4,5.3,6.9,1.5,0.5,3.7,2.7,23
50,Bojan Bogdanovi_,SF,27,TOT,81,54,2083,6.5,14.6,0.445,2.5,6.8,0.367,4,7.8,0.512,3.8,4.2,0.893,0.6,4.1,4.8,1.9,0.6,0.1,2.3,2.5,19.2
51,Andrew Bogut,C,32,TOT,27,21,583,2.3,5,0.469,0,0.1,0,2.3,4.9,0.475,0.2,0.7,0.273,3.5,10,13.5,3,0.8,1.5,2.7,5.3,4.9
52,Joel Bolomboy,PF,23,UTA,12,0,53,6.1,10.9,0.563,0.7,2.7,0.25,5.4,8.2,0.667,2,4.1,0.5,2.7,8.8,11.5,1.4,0.7,1.4,1.4,0.7,14.9
53,Devin Booker,SG,20,PHO,78,78,2730,8,18.9,0.423,1.9,5.3,0.363,6.1,13.5,0.447,4.8,5.8,0.832,0.6,2.7,3.3,3.5,0.9,0.3,3.2,3.2,22.8
54,Trevor Booker,PF,29,BRK,71,43,1754,6.3,12.1,0.516,0.5,1.6,0.321,5.7,10.5,0.546,1.5,2.3,0.673,2.9,8.8,11.7,2.8,1.5,0.6,2.6,3.1,14.6
55,Avery Bradley,SG,26,BOS,55,55,1835,7,15.2,0.463,2.1,5.4,0.39,4.9,9.8,0.504,1.3,1.8,0.731,1.3,5.3,6.6,2.4,1.3,0.2,1.7,2.8,17.5
56,Corey Brewer,SF,30,TOT,82,11,1281,4.1,9.8,0.422,0.8,3.3,0.229,3.4,6.5,0.522,1.4,1.9,0.735,0.9,3.8,4.7,2.7,1.7,0.6,1.5,3.7,10.4
57,Malcolm Brogdon,SG,24,MIL,75,28,1982,5.3,11.5,0.457,1.4,3.5,0.404,3.9,8,0.48,2,2.3,0.865,0.9,3,3.9,5.8,1.5,0.2,2.1,2.5,13.9
58,Aaron Brooks,PG,32,IND,65,0,894,4.9,12.1,0.403,1.9,5.2,0.375,2.9,6.9,0.424,1.3,1.6,0.8,0.7,2.1,2.8,5,1,0.4,2.7,3.7,13
59,Anthony Brown,SF,24,TOT,11,0,159,4.1,11.3,0.36,1.6,6.1,0.259,2.5,5.2,0.478,0,0,,1.8,5.7,7.5,1.8,1.1,0.2,1.4,3.4,9.7
60,Bobby Brown,PG,32,HOU,25,0,123,6.7,17.6,0.383,4.1,10.2,0.4,2.6,7.3,0.36,0.6,0.6,1,0,1.8,1.8,4.1,0.3,0,1.5,1.5,18.1
61,Jaylen Brown,SF,20,BOS,78,20,1341,5.2,11.4,0.454,1.2,3.6,0.341,3.9,7.7,0.507,2.3,3.3,0.685,1.2,4.7,5.9,1.7,0.9,0.5,1.8,3.8,13.8
62,Nicolás Brussino,SG,23,DAL,54,2,521,3.6,9.7,0.369,2,6.6,0.305,1.6,3.2,0.5,1.2,1.5,0.773,1.8,4.8,6.6,3.2,1.2,0.6,1.8,3,10.4
63,Reggie Bullock,SF,25,DET,31,5,467,4.2,9.9,0.422,2.2,5.6,0.384,2,4.2,0.473,0.4,0.5,0.714,1,3.9,4.9,2.2,1.4,0.2,0.8,1.7,10.9
64,Trey Burke,PG,24,WAS,57,0,703,5.9,13.1,0.455,1.6,3.6,0.443,4.4,9.5,0.459,1.1,1.5,0.759,0.4,2,2.4,5.1,0.6,0.3,2.5,2.8,14.6
65,Alec Burks,SG,25,UTA,42,0,653,5.5,13.7,0.399,1.4,4.2,0.329,4.1,9.5,0.43,3.3,4.3,0.769,0.9,5.7,6.6,1.7,1,0.3,1.9,2.8,15.6
66,Jimmy Butler,SF,27,CHI,76,75,2809,7.3,16,0.455,1.2,3.2,0.367,6.1,12.9,0.477,7.5,8.7,0.865,1.7,4.4,6,5.3,1.8,0.4,2,1.4,23.3
67,Bruno Caboclo,SF,21,TOR,9,0,40,5.4,14.4,0.375,1.8,5.4,0.333,3.6,9,0.4,0,0,,4.5,4.5,9,3.6,1.8,0.9,1.8,3.6,12.6
68,José Calderón,PG,35,TOT,41,13,539,3.7,8.9,0.41,1.3,4.3,0.313,2.3,4.7,0.5,0.7,0.8,0.917,1,3.9,4.9,5.9,0.7,0.1,2.7,2.4,9.4
69,Kentavious Caldwell-Pope,SG,23,DET,76,75,2529,5.3,13.2,0.399,2.2,6.2,0.35,3.1,7,0.442,2.2,2.6,0.832,0.8,2.7,3.5,2.7,1.3,0.2,1.2,1.7,14.9
70,Isaiah Canaan,SG,25,CHI,39,0,592,3.8,10.5,0.364,1.5,5.7,0.266,2.3,4.8,0.481,1.8,2,0.909,0.4,2.7,3,2.3,1.3,0.1,1.3,2.1,11
71,Clint Capela,C,22,HOU,65,59,1551,8.4,13.1,0.643,0,0,,8.4,13.1,0.643,2.2,4.1,0.531,4.1,8.1,12.2,1.5,0.8,1.8,2,4.2,19
72,DeMarre Carroll,SF,30,TOR,72,72,1882,4.2,10.5,0.4,2.1,6.1,0.341,2.1,4.4,0.483,1.7,2.2,0.761,1.2,4.1,5.3,1.4,1.5,0.5,1,2.7,12.2
73,Vince Carter,SF,40,MEM,73,15,1799,3.9,9.8,0.394,2.2,5.9,0.378,1.6,3.9,0.418,1.8,2.3,0.765,0.7,3.8,4.5,2.7,1.2,0.7,1,3.3,11.7
74,Michael Carter-Williams,PG,25,CHI,45,19,846,4.8,13,0.366,0.6,2.7,0.234,4.1,10.3,0.401,2.5,3.3,0.753,1,5.5,6.5,4.8,1.6,1,2.8,4.3,12.6
75,Omri Casspi,PF,28,TOT,36,2,643,4.3,9.2,0.47,0.8,2.4,0.349,3.5,6.8,0.512,1,1.6,0.586,1.5,4.8,6.3,2.1,1.3,0.2,1.6,2.8,10.4
76,Willie Cauley-Stein,C,23,SAC,75,21,1421,6.5,12.2,0.53,0,0.1,0,6.5,12.1,0.532,2.6,3.8,0.669,2.2,6.4,8.6,2,1.3,1.1,1.7,3.7,15.5
77,Tyson Chandler,C,34,PHO,47,46,1298,4.2,6.3,0.671,0,0,,4.2,6.3,0.671,2.5,3.4,0.734,4.2,10.7,14.9,0.8,0.9,0.7,1.8,3.5,11
78,Wilson Chandler,SF,29,DEN,71,33,2197,7.1,15.4,0.461,1.8,5.3,0.337,5.3,10,0.527,2.3,3.2,0.727,1.7,5.8,7.5,2.3,0.8,0.5,1.9,2.8,18.3
79,Marquese Chriss,PF,19,PHO,82,75,1743,5.9,13.1,0.449,1.5,4.6,0.321,4.4,8.4,0.52,2.3,3.7,0.624,2,5.2,7.2,1.2,1.4,1.4,2.2,5.4,15.6
80,Rakeem Christmas,PF,25,IND,29,0,219,3.1,7.1,0.442,0,0,,3.1,7.1,0.442,3.5,4.8,0.724,4.3,4.9,9.2,0.7,0.5,1,1.3,6.1,9.7
81,Semaj Christon,PG,24,OKC,64,1,973,2.8,8.3,0.345,0.4,2.3,0.19,2.4,5.9,0.406,0.6,1.1,0.548,0.7,2.5,3.2,4.8,1,0.3,1.6,2.9,6.8
82,Ian Clark,SG,25,GSW,77,0,1137,6.7,13.7,0.487,1.9,5.2,0.374,4.7,8.5,0.556,1.4,1.8,0.759,0.7,3.1,3.8,2.8,1.2,0.3,1.7,2.4,16.7
83,Jordan Clarkson,SG,24,LAL,82,19,2397,7.2,16.1,0.445,1.8,5.3,0.329,5.4,10.7,0.503,2,2.5,0.798,0.7,3,3.7,3.2,1.3,0.1,2.5,2.3,18.1
84,Norris Cole,PG,28,OKC,13,0,125,4.6,15,0.308,0.9,3.7,0.231,3.7,11.2,0.333,2.3,2.9,0.8,0,3.2,3.2,4,2.3,0,2,5.2,12.4
85,Darren Collison,PG,29,SAC,68,64,2063,5.9,12.5,0.476,1.3,3.1,0.417,4.7,9.4,0.495,2.6,3,0.86,0.4,2.3,2.7,5.4,1.2,0.2,2,2.1,15.7
86,Nick Collison,PF,36,OKC,20,0,128,3.9,6.5,0.609,0,0.3,0,3.9,6.2,0.636,1.4,2.3,0.625,2.5,6.2,8.7,3.4,0.6,0.6,1.1,4.8,9.3
87,Mike Conley,PG,29,MEM,69,68,2292,7.3,15.8,0.46,2.7,6.6,0.408,4.6,9.3,0.497,5,5.8,0.859,0.5,3.3,3.8,6.8,1.4,0.3,2.5,2,22.2
88,Pat Connaughton,SG,24,POR,39,1,316,4.2,8.2,0.514,1.9,3.8,0.515,2.3,4.4,0.513,0.8,1,0.778,1.1,4.8,5.9,3.2,0.7,0.2,1.9,2.6,11.2
89,Quinn Cook,PG,23,TOT,14,0,188,6.3,12.6,0.5,2.1,5,0.423,4.2,7.7,0.55,0.4,1,0.4,0.2,1.1,1.3,5,0.8,0,2.5,2.5,15.1
90,DeMarcus Cousins,C,26,TOT,72,72,2465,9.4,20.9,0.452,1.9,5.3,0.361,7.5,15.6,0.483,7.6,9.8,0.772,2.2,9.4,11.6,4.8,1.5,1.4,3.9,4.1,28.4
91,Robert Covington,SF,26,PHI,67,67,2119,5,12.4,0.399,2.3,7,0.333,2.6,5.4,0.484,2.4,3,0.822,1.6,5.8,7.4,1.7,2.2,1.2,2.2,3.4,14.7
92,Allen Crabbe,SG,24,POR,79,7,2254,4.8,10.3,0.468,2.1,4.8,0.444,2.7,5.5,0.49,1.7,2,0.847,0.3,3.3,3.6,1.5,0.9,0.3,1,2.7,13.5
93,Jamal Crawford,SG,36,LAC,82,1,2157,6,14.5,0.413,1.9,5.4,0.36,4.1,9.1,0.443,2.9,3.4,0.857,0.3,1.9,2.2,3.6,1,0.2,2.2,1.9,16.8
94,Jordan Crawford,SG,28,NOP,19,0,442,8.6,17.8,0.482,3,7.7,0.389,5.5,10,0.553,1.6,2.1,0.769,0.3,2.4,2.8,4.6,0.9,0.2,2,2.4,21.7
95,Jae Crowder,SF,26,BOS,72,72,2335,5.1,11.1,0.463,2.4,6.1,0.398,2.7,5,0.54,2.7,3.3,0.811,0.7,5.7,6.4,2.4,1.1,0.4,1.2,2.5,15.4
96,Dante Cunningham,PF,29,NOP,66,35,1649,3.8,7.8,0.485,1.6,4,0.392,2.2,3.9,0.579,0.3,0.6,0.593,1.2,4.8,6,0.8,0.9,0.6,0.6,2.2,9.5
97,Seth Curry,PG,26,DAL,70,42,2029,6,12.5,0.481,2.4,5.7,0.425,3.6,6.8,0.528,1.5,1.8,0.85,0.4,2.7,3.2,3.4,1.4,0.1,1.6,2.2,15.9
98,Stephen Curry,PG,28,GSW,79,79,2638,9.2,19.7,0.468,4.4,10.8,0.411,4.8,8.9,0.537,4.4,4.9,0.898,0.8,4,4.8,7.2,1.9,0.2,3.3,2.5,27.3
99,Troy Daniels,SG,25,MEM,67,3,1183,5.6,15.1,0.374,4.2,10.8,0.389,1.4,4.3,0.336,1.3,1.6,0.796,0.7,2.4,3,1.4,0.6,0.1,1.4,2.7,16.8
100,Anthony Davis,C,23,NOP,75,75,2708,10.2,20.3,0.505,0.5,1.8,0.299,9.7,18.5,0.524,6.9,8.6,0.802,2.3,9.5,11.8,2.1,1.2,2.2,2.4,2.2,27.9
101,Deyonta Davis,C,20,MEM,36,0,238,3.6,7.1,0.511,0,0,,3.6,7.1,0.511,1.5,2.7,0.556,3,6.1,9.1,0.3,0.5,2.6,1.2,6.1,8.8
102,Ed Davis,PF,27,POR,46,12,789,3.4,6.5,0.528,0,0,,3.4,6.5,0.528,2.3,3.7,0.617,4.4,6.8,11.1,1.2,0.7,1,1.7,6.3,9.1
103,Dewayne Dedmon,C,27,SAS,76,37,1330,4.4,7,0.622,0,0,,4.4,7,0.622,1.8,2.5,0.699,3.5,9.9,13.4,1.2,1,1.7,1.7,4.9,10.5
104,Sam Dekker,PF,22,HOU,77,2,1419,5.2,10.9,0.473,1.5,4.7,0.321,3.6,6.1,0.591,1,1.7,0.559,2.4,4.8,7.2,1.9,1,0.5,1,2.1,12.8
105,Malcolm Delaney,PG,27,ATL,73,2,1248,4.2,11.2,0.374,0.7,3.2,0.236,3.4,8,0.428,2.2,2.7,0.806,0.3,3.3,3.5,5.6,1.1,0,2.7,3.2,11.3
106,Matthew Dellavedova,PG,26,MIL,76,54,1986,3.8,9.7,0.39,1.4,3.9,0.367,2.3,5.8,0.404,1.5,1.7,0.854,0.4,2.2,2.7,6.5,1,0,2.4,2.8,10.5
107,Luol Deng,SF,31,LAL,56,49,1486,4,10.3,0.387,1.2,4,0.309,2.7,6.3,0.436,1.1,1.5,0.73,1.5,5.6,7.1,1.8,1.2,0.5,1,1.5,10.3
108,DeMar DeRozan,SG,27,TOR,74,74,2620,9.9,21.2,0.467,0.5,1.7,0.266,9.5,19.5,0.484,7.5,8.9,0.842,1,4.3,5.3,4,1.1,0.2,2.5,1.8,27.8
109,Cheick Diallo,PF,20,NOP,17,0,199,6.5,13.7,0.474,0,0,,6.5,13.7,0.474,2.7,3.8,0.714,4.2,9,13.2,0.7,0.7,1.3,1.3,3.1,15.7
110,Boris Diaw,PF,34,UTA,73,33,1283,4.1,9.2,0.446,0.6,2.3,0.247,3.5,6.9,0.512,0.7,1,0.743,1.3,3.1,4.4,4.8,0.5,0.3,2.4,2.3,9.5
111,Gorgui Dieng,PF,27,MIN,82,82,2653,4.5,9,0.502,0.2,0.6,0.372,4.3,8.4,0.511,1.8,2.3,0.814,2.6,6.2,8.8,2.1,1.2,1.3,1.5,3.4,11.1
112,Spencer Dinwiddie,PG,23,BRK,59,18,1334,3.6,8.1,0.444,1,2.7,0.376,2.6,5.4,0.478,3.4,4.3,0.792,0.7,3.7,4.4,5,1.2,0.6,1.8,3.2,11.7
113,Toney Douglas,PG,30,MEM,24,0,394,3.9,10.7,0.368,0.6,3.8,0.167,3.3,6.9,0.48,2.2,2.6,0.828,1.2,4.4,5.6,5.1,1.6,0.5,1.9,4.6,10.7
114,Goran Dragi_,PG,30,MIA,73,73,2459,7.8,16.5,0.475,1.7,4.2,0.405,6.1,12.2,0.499,4.4,5.5,0.79,0.9,3.2,4.1,6.2,1.3,0.2,3.1,2.9,21.7
115,Andre Drummond,C,23,DET,81,81,2409,7.2,13.6,0.53,0,0.1,0.286,7.2,13.5,0.532,2,5.3,0.386,5.2,11.5,16.7,1.3,1.9,1.3,2.3,3.5,16.5
116,Jared Dudley,PF,31,PHO,64,7,1362,4.1,9.1,0.454,2,5.4,0.379,2.1,3.8,0.559,1.1,1.7,0.662,0.8,5.1,5.9,3.2,1.1,0.4,1.9,4.1,11.5
117,Mike Dunleavy,SF,36,TOT,53,2,841,4,9.4,0.423,2.3,5.7,0.396,1.7,3.7,0.465,1.5,1.9,0.8,0.8,4.2,4.9,2.1,0.6,0.3,1.2,2.9,11.8
118,Kris Dunn,PG,22,MIN,78,7,1333,3.2,8.5,0.377,0.6,2,0.288,2.6,6.5,0.404,1,1.6,0.61,0.6,3.8,4.5,5.1,2.1,1,2.4,4.8,7.9
119,Kevin Durant,PF,28,GSW,62,62,2070,9.6,17.8,0.537,2,5.4,0.375,7.5,12.4,0.608,5.8,6.7,0.875,0.7,8.2,8.9,5.2,1.1,1.7,2.4,2,27
120,Jarell Eddie,SF,25,PHO,5,0,62,3.5,11,0.316,2.3,9.3,0.25,1.2,1.7,0.667,4.6,5.2,0.889,0.6,3.5,4.1,0,0.6,0,0.6,0.6,13.9
121,Henry Ellenson,PF,20,DET,19,2,146,5.7,15.8,0.359,2.5,8.6,0.286,3.2,7.2,0.448,1,2,0.5,2,8.1,10.1,1.7,0.2,0.2,3.5,1.5,14.8
122,Wayne Ellington,SG,29,MIA,62,13,1500,5.5,13.3,0.416,3.6,9.5,0.378,2,3.9,0.509,0.9,1,0.86,0.4,2.7,3.2,1.7,0.8,0.1,0.7,1.7,15.6
123,Monta Ellis,SG,31,IND,74,33,1998,4.5,10,0.443,0.8,2.4,0.319,3.7,7.6,0.483,1.7,2.3,0.727,0.3,3.3,3.7,4.3,1.4,0.5,2.4,2.7,11.4
124,Joel Embiid,C,22,PHI,31,31,786,9.2,19.6,0.466,1.6,4.5,0.367,7.5,15.2,0.495,8.7,11.2,0.783,2.8,8.3,11.1,3,1.2,3.5,5.4,5.1,28.7
125,James Ennis,SF,26,MEM,64,28,1501,3.5,7.7,0.455,1.2,3.3,0.372,2.3,4.4,0.516,2.1,2.6,0.782,1.7,4.6,6.2,1.5,1.1,0.5,1.4,4,10.3
126,Tyler Ennis,PG,22,TOT,53,2,588,5.5,12.7,0.433,1.7,4.3,0.386,3.9,8.4,0.457,1.3,1.5,0.84,0.6,2.2,2.8,5.3,1.5,0.1,2.8,3.6,14
127,Tyreke Evans,SF,27,TOT,40,6,788,6.9,16.9,0.405,1.9,5.4,0.356,4.9,11.5,0.429,3.2,4.2,0.75,0.6,5.7,6.3,5.7,1.6,0.4,2.8,2.7,18.8
128,Dante Exum,PG,21,UTA,66,26,1228,4.5,10.6,0.427,1.3,4.4,0.295,3.3,6.3,0.519,1.7,2.1,0.795,0.9,3,3.9,3.3,0.6,0.4,2.3,4.3,12.1
129,Kenneth Faried,PF,27,DEN,61,34,1296,6.3,11.6,0.548,0,0.2,0,6.3,11.4,0.556,3.6,5.2,0.693,5.1,7.7,12.8,1.5,1.2,1.1,1.6,3.4,16.3
130,Jordan Farmar,PG,30,SAC,2,0,35,4.1,12.3,0.333,4.1,9.3,0.444,0,3.1,0,0,0,,1,2.1,3.1,9.3,2.1,0,3.1,1,12.3
